# (curv_cut) (se_curv_fpass) (bb_curv_fpass)
-0.0177324715297 1.0 0.999829787234
-0.0174359936335 1.0 0.999829787234
-0.0171395157374 1.0 0.999829787234
-0.0168430378412 1.0 0.999829787234
-0.016546559945 1.0 0.999489361702
-0.0162500820489 1.0 0.999319148936
-0.0159536041527 1.0 0.99914893617
-0.0156571262565 1.0 0.998808510638
-0.0153606483604 1.0 0.99829787234
-0.0150641704642 1.0 0.997957446809
-0.014767692568 1.0 0.997276595745
-0.0144712146719 1.0 0.996595744681
-0.0141747367757 1.0 0.994893617021
-0.0138782588795 1.0 0.993361702128
-0.0135817809833 1.0 0.991659574468
-0.0132853030872 1.0 0.99029787234
-0.012988825191 1.0 0.987744680851
-0.0126923472948 1.0 0.984680851064
-0.0123958693987 1.0 0.981957446809
-0.0120993915025 1.0 0.978723404255
-0.0118029136063 1.0 0.974468085106
-0.0115064357102 1.0 0.971234042553
-0.011209957814 1.0 0.965446808511
-0.0109134799178 1.0 0.961361702128
-0.0106170020217 1.0 0.955404255319
-0.0103205241255 0.999809885932 0.949276595745
-0.0100240462293 0.999619771863 0.941276595745
-0.00972756833316 0.999619771863 0.931234042553
-0.009431090437 0.999429657795 0.923404255319
-0.00913461254083 0.999429657795 0.913191489362
-0.00883813464466 0.998859315589 0.899404255319
-0.00854165674849 0.998859315589 0.883914893617
-0.00824517885232 0.998669201521 0.869106382979
-0.00794870095616 0.998288973384 0.854978723404
-0.00765222305999 0.997908745247 0.835234042553
-0.00735574516382 0.996768060837 0.820425531915
-0.00705926726765 0.996768060837 0.802382978723
-0.00676278937148 0.9963878327 0.783319148936
-0.00646631147532 0.994866920152 0.760170212766
-0.00616983357915 0.992395437262 0.737361702128
-0.00587335568298 0.991064638783 0.71285106383
-0.00557687778681 0.988783269962 0.690553191489
-0.00528039989064 0.983840304183 0.661957446809
-0.00498392199448 0.980228136882 0.640170212766
-0.00468744409831 0.974524714829 0.610893617021
-0.00439096620214 0.967490494297 0.583319148936
-0.00409448830597 0.958935361217 0.555234042553
-0.0037980104098 0.949429657795 0.52629787234
-0.00350153251364 0.937072243346 0.497531914894
-0.00320505461747 0.921863117871 0.470978723404
-0.0029085767213 0.907224334601 0.440510638298
-0.00261209882513 0.889353612167 0.410893617021
-0.00231562092896 0.86711026616 0.382978723404
-0.0020191430328 0.840684410646 0.35370212766
-0.00172266513663 0.815019011407 0.32629787234
-0.00142618724046 0.783079847909 0.299234042553
-0.00112970934429 0.748098859316 0.274553191489
-0.000833231448124 0.710076045627 0.249361702128
-0.000536753551956 0.67319391635 0.227404255319
-0.000240275655788 0.636692015209 0.205276595745
5.620224038e-05 0.58288973384 0.182127659574
0.000352680136548 0.54391634981 0.162382978723
0.000649158032716 0.495437262357 0.141446808511
0.000945635928884 0.452661596958 0.122553191489
0.00124211382505 0.410646387833 0.106893617021
0.00153859172122 0.359885931559 0.0927659574468
0.00183506961739 0.317870722433 0.0782978723404
0.00213154751356 0.271102661597 0.0667234042553
0.00242802540972 0.230418250951 0.0566808510638
0.00272450330589 0.196007604563 0.0468085106383
0.00302098120206 0.165969581749 0.0394893617021
0.00331745909823 0.137262357414 0.0330212765957
0.0036139369944 0.113878326996 0.0277446808511
0.00391041489056 0.0939163498099 0.0219574468085
0.00420689278673 0.0771863117871 0.0180425531915
0.0045033706829 0.0608365019011 0.0142978723404
0.00479984857907 0.0488593155894 0.0115744680851
0.00509632647524 0.0391634980989 0.00953191489362
0.0053928043714 0.0317490494297 0.00748936170213
0.00568928226757 0.022433460076 0.00578723404255
0.00598576016374 0.0157794676806 0.00510638297872
0.00628223805991 0.0108365019011 0.00408510638298
0.00657871595608 0.00798479087452 0.00289361702128
0.00687519385224 0.00570342205323 0.0023829787234
0.00717167174841 0.00399239543726 0.00204255319149
0.00746814964458 0.0032319391635 0.00136170212766
0.00776462754075 0.00266159695817 0.00136170212766
0.00806110543692 0.00209125475285 0.0011914893617
0.00835758333308 0.00209125475285 0.00068085106383
0.00865406122925 0.00171102661597 0.000510638297872
0.00895053912542 0.00152091254753 0.000340425531915
0.00924701702159 0.00114068441065 0.000170212765957
0.00954349491776 0.000950570342205 0.000170212765957
0.00983997281392 0.000380228136882 0.000170212765957
0.0101364507101 0.000380228136882 0.000170212765957
0.0104329286063 0.000190114068441 0.000170212765957
0.0107294065024 0.000190114068441 0.000170212765957
0.0110258843986 0.000190114068441 0.0
0.0113223622948 0.000190114068441 0.0
0.0116188401909 0.000190114068441 0.0
